centroide,cruce,año,turno,cantidad_ciclistas,tipo_relevamiento
471,AYACUCHO@QUINTANA,2013,tarde,13,macrocentro
471,AYACUCHO@QUINTANA,2014,mañana,9,macrocentro
471,AYACUCHO@QUINTANA,2014,tarde,15,macrocentro
471,AYACUCHO@QUINTANA,2015,mañana,12,macrocentro
471,AYACUCHO@QUINTANA,2015,tarde,5,macrocentro
471,AYACUCHO@QUINTANA,2016,mañana,0,macrocentro
471,AYACUCHO@QUINTANA,2016,tarde,16,macrocentro
471,AYACUCHO@QUINTANA,2017,mañana,3,macrocentro
471,AYACUCHO@QUINTANA,2017,tarde,19,macrocentro
471,AYACUCHO@QUINTANA,2018,mañana,14,macrocentro
471,AYACUCHO@QUINTANA,2018,tarde,20,macrocentro
473,ALVEAR@CALLAO,2013,mañana,29,macrocentro
473,ALVEAR@CALLAO,2013,tarde,38,macrocentro
473,ALVEAR@CALLAO,2014,mañana,31,macrocentro
473,ALVEAR@CALLAO,2014,tarde,21,macrocentro
473,ALVEAR@CALLAO,2015,mañana,17,macrocentro
473,ALVEAR@CALLAO,2015,tarde,19,macrocentro
473,ALVEAR@CALLAO,2016,mañana,0,macrocentro
473,ALVEAR@CALLAO,2016,tarde,19,macrocentro
473,ALVEAR@CALLAO,2017,mañana,30,macrocentro
473,ALVEAR@CALLAO,2017,tarde,27,macrocentro
473,ALVEAR@CALLAO,2018,mañana,44,macrocentro
473,ALVEAR@CALLAO,2018,tarde,55,macrocentro
474,POSADAS@AYACUCHO,2013,mañana,8,macrocentro
474,POSADAS@AYACUCHO,2013,tarde,16,macrocentro
474,POSADAS@AYACUCHO,2014,mañana,11,macrocentro
474,POSADAS@AYACUCHO,2014,tarde,11,macrocentro
474,POSADAS@AYACUCHO,2015,mañana,7,macrocentro
474,POSADAS@AYACUCHO,2015,tarde,6,macrocentro
474,POSADAS@AYACUCHO,2016,mañana,0,macrocentro
474,POSADAS@AYACUCHO,2016,tarde,11,macrocentro
474,POSADAS@AYACUCHO,2017,mañana,7,macrocentro
474,POSADAS@AYACUCHO,2017,tarde,18,macrocentro
498,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",2013,mañana,5,macrocentro
498,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",2013,tarde,9,macrocentro
498,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",2014,mañana,8,macrocentro
498,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",2014,tarde,11,macrocentro
498,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",2015,mañana,5,macrocentro
498,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",2015,tarde,14,macrocentro
498,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",2016,mañana,0,macrocentro
498,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",2016,tarde,3,macrocentro
498,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",2017,mañana,51,macrocentro
498,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",2017,tarde,7,macrocentro
498,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",2018,mañana,206,macrocentro
498,"DEL LIBERTADOR@SCHIAFFINO, EDUARDO",2018,tarde,84,macrocentro
458,MONTEVIDEO@CORDOBA ,2013,mañana,59,macrocentro
458,MONTEVIDEO@CORDOBA ,2013,tarde,104,macrocentro
458,MONTEVIDEO@CORDOBA ,2014,mañana,96,macrocentro
458,MONTEVIDEO@CORDOBA ,2014,tarde,147,macrocentro
458,MONTEVIDEO@CORDOBA ,2015,mañana,135,macrocentro
458,MONTEVIDEO@CORDOBA ,2015,tarde,131,macrocentro
458,MONTEVIDEO@CORDOBA ,2016,mañana,0,macrocentro
458,MONTEVIDEO@CORDOBA ,2016,tarde,0,macrocentro
458,MONTEVIDEO@CORDOBA ,2017,mañana,114,macrocentro
458,MONTEVIDEO@CORDOBA ,2017,tarde,139,macrocentro
238,"MONTEVIDEO@PERON, JUAN DOMINGO TTE.",2013,mañana,86,macrocentro
238,"MONTEVIDEO@PERON, JUAN DOMINGO TTE.",2013,tarde,112,macrocentro
238,"MONTEVIDEO@PERON, JUAN DOMINGO TTE.",2014,mañana,122,macrocentro
238,"MONTEVIDEO@PERON, JUAN DOMINGO TTE.",2014,tarde,127,macrocentro
238,"MONTEVIDEO@PERON, JUAN DOMINGO TTE.",2015,mañana,106,macrocentro
238,"MONTEVIDEO@PERON, JUAN DOMINGO TTE.",2015,tarde,202,macrocentro
238,"MONTEVIDEO@PERON, JUAN DOMINGO TTE.",2016,mañana,123,macrocentro
238,"MONTEVIDEO@PERON, JUAN DOMINGO TTE.",2016,tarde,89,macrocentro
238,"MONTEVIDEO@PERON, JUAN DOMINGO TTE.",2017,mañana,146,macrocentro
238,"MONTEVIDEO@PERON, JUAN DOMINGO TTE.",2017,tarde,54,macrocentro
433,ARENALES@CALLAO,2013,mañana,16,macrocentro
433,ARENALES@CALLAO,2013,tarde,40,macrocentro
433,ARENALES@CALLAO,2014,mañana,31,macrocentro
433,ARENALES@CALLAO,2014,tarde,31,macrocentro
433,ARENALES@CALLAO,2015,mañana,33,macrocentro
433,ARENALES@CALLAO,2015,tarde,44,macrocentro
433,ARENALES@CALLAO,2016,mañana,26,macrocentro
433,ARENALES@CALLAO,2016,tarde,34,macrocentro
433,ARENALES@CALLAO,2017,mañana,31,macrocentro
433,ARENALES@CALLAO,2017,tarde,29,macrocentro
459,JUNCAL@RODRIGUEZ PENA,2013,mañana,116,macrocentro
459,JUNCAL@RODRIGUEZ PENA,2013,tarde,60,macrocentro
459,JUNCAL@RODRIGUEZ PENA,2014,mañana,121,macrocentro
459,JUNCAL@RODRIGUEZ PENA,2014,tarde,94,macrocentro
459,JUNCAL@RODRIGUEZ PENA,2015,mañana,150,macrocentro
459,JUNCAL@RODRIGUEZ PENA,2015,tarde,116,macrocentro
459,JUNCAL@RODRIGUEZ PENA,2016,mañana,96,macrocentro
459,JUNCAL@RODRIGUEZ PENA,2016,tarde,108,macrocentro
459,JUNCAL@RODRIGUEZ PENA,2017,mañana,179,macrocentro
459,JUNCAL@RODRIGUEZ PENA,2017,tarde,70,macrocentro
441,"CALLAO@LAS HERAS, GRAL.",2013,mañana,30,macrocentro
441,"CALLAO@LAS HERAS, GRAL.",2013,tarde,22,macrocentro
441,"CALLAO@LAS HERAS, GRAL.",2014,mañana,25,macrocentro
441,"CALLAO@LAS HERAS, GRAL.",2014,tarde,39,macrocentro
441,"CALLAO@LAS HERAS, GRAL.",2015,mañana,51,macrocentro
441,"CALLAO@LAS HERAS, GRAL.",2015,tarde,28,macrocentro
441,"CALLAO@LAS HERAS, GRAL.",2016,mañana,21,macrocentro
441,"CALLAO@LAS HERAS, GRAL.",2016,tarde,51,macrocentro
441,"CALLAO@LAS HERAS, GRAL.",2017,mañana,42,macrocentro
441,"CALLAO@LAS HERAS, GRAL.",2017,tarde,24,macrocentro
441,"CALLAO@LAS HERAS, GRAL.",2018,mañana,46,macrocentro
441,"CALLAO@LAS HERAS, GRAL.",2018,tarde,54,macrocentro
442,"AYACUCHO@LOPEZ, VICENTE",2013,mañana,13,macrocentro
442,"AYACUCHO@LOPEZ, VICENTE",2013,tarde,18,macrocentro
442,"AYACUCHO@LOPEZ, VICENTE",2014,mañana,15,macrocentro
442,"AYACUCHO@LOPEZ, VICENTE",2014,tarde,15,macrocentro
442,"AYACUCHO@LOPEZ, VICENTE",2015,mañana,13,macrocentro
442,"AYACUCHO@LOPEZ, VICENTE",2015,tarde,9,macrocentro
442,"AYACUCHO@LOPEZ, VICENTE",2016,mañana,11,macrocentro
442,"AYACUCHO@LOPEZ, VICENTE",2016,tarde,14,macrocentro
442,"AYACUCHO@LOPEZ, VICENTE",2017,mañana,7,macrocentro
442,"AYACUCHO@LOPEZ, VICENTE",2017,tarde,19,macrocentro
472,"GUIDO@ORTIZ, ROBERTO M., PRES.",2013,mañana,3,macrocentro
472,"GUIDO@ORTIZ, ROBERTO M., PRES.",2013,tarde,6,macrocentro
472,"GUIDO@ORTIZ, ROBERTO M., PRES.",2014,mañana,6,macrocentro
472,"GUIDO@ORTIZ, ROBERTO M., PRES.",2014,tarde,6,macrocentro
472,"GUIDO@ORTIZ, ROBERTO M., PRES.",2015,mañana,4,macrocentro
472,"GUIDO@ORTIZ, ROBERTO M., PRES.",2015,tarde,0,macrocentro
472,"GUIDO@ORTIZ, ROBERTO M., PRES.",2016,mañana,1,macrocentro
472,"GUIDO@ORTIZ, ROBERTO M., PRES.",2016,tarde,5,macrocentro
472,"GUIDO@ORTIZ, ROBERTO M., PRES.",2017,mañana,1,macrocentro
472,"GUIDO@ORTIZ, ROBERTO M., PRES.",2017,tarde,6,macrocentro
472,"GUIDO@ORTIZ, ROBERTO M., PRES.",2018,mañana,7,macrocentro
472,"GUIDO@ORTIZ, ROBERTO M., PRES.",2018,tarde,5,macrocentro
438,"LAS HERAS, GRAL.@ PUEYRREDON",2013,mañana,15,macrocentro
438,"LAS HERAS, GRAL.@ PUEYRREDON",2013,tarde,27,macrocentro
438,"LAS HERAS, GRAL.@ PUEYRREDON",2014,mañana,22,macrocentro
438,"LAS HERAS, GRAL.@ PUEYRREDON",2014,tarde,33,macrocentro
438,"LAS HERAS, GRAL.@ PUEYRREDON",2015,mañana,17,macrocentro
438,"LAS HERAS, GRAL.@ PUEYRREDON",2015,tarde,22,macrocentro
438,"LAS HERAS, GRAL.@ PUEYRREDON",2016,mañana,29,macrocentro
438,"LAS HERAS, GRAL.@ PUEYRREDON",2016,tarde,40,macrocentro
438,"LAS HERAS, GRAL.@ PUEYRREDON",2017,mañana,27,macrocentro
438,"LAS HERAS, GRAL.@ PUEYRREDON",2017,tarde,40,macrocentro
438,"LAS HERAS, GRAL.@ PUEYRREDON",2018,mañana,39,macrocentro
438,"LAS HERAS, GRAL.@ PUEYRREDON",2018,tarde,45,macrocentro
444,"LOPEZ, VICENTE@AZCUENAGA",2013,mañana,8,macrocentro
444,"LOPEZ, VICENTE@AZCUENAGA",2013,tarde,18,macrocentro
444,"LOPEZ, VICENTE@AZCUENAGA",2014,mañana,14,macrocentro
444,"LOPEZ, VICENTE@AZCUENAGA",2014,tarde,14,macrocentro
444,"LOPEZ, VICENTE@AZCUENAGA",2015,mañana,8,macrocentro
444,"LOPEZ, VICENTE@AZCUENAGA",2015,tarde,29,macrocentro
444,"LOPEZ, VICENTE@AZCUENAGA",2016,mañana,5,macrocentro
444,"LOPEZ, VICENTE@AZCUENAGA",2016,tarde,18,macrocentro
444,"LOPEZ, VICENTE@AZCUENAGA",2017,mañana,14,macrocentro
444,"LOPEZ, VICENTE@AZCUENAGA",2017,tarde,40,macrocentro
445,GUIDO@PUEYRREDON,2013,mañana,7,macrocentro
445,GUIDO@PUEYRREDON,2013,tarde,20,macrocentro
445,GUIDO@PUEYRREDON,2014,mañana,6,macrocentro
445,GUIDO@PUEYRREDON,2014,tarde,21,macrocentro
445,GUIDO@PUEYRREDON,2015,mañana,17,macrocentro
445,GUIDO@PUEYRREDON,2015,tarde,27,macrocentro
445,GUIDO@PUEYRREDON,2016,mañana,6,macrocentro
445,GUIDO@PUEYRREDON,2016,tarde,41,macrocentro
445,GUIDO@PUEYRREDON,2017,mañana,13,macrocentro
445,GUIDO@PUEYRREDON,2017,tarde,33,macrocentro
456,"DEL LIBERTADOR@AGOTE, LUIS DR.",2013,mañana,29,macrocentro
456,"DEL LIBERTADOR@AGOTE, LUIS DR.",2013,tarde,75,macrocentro
456,"DEL LIBERTADOR@AGOTE, LUIS DR.",2014,mañana,46,macrocentro
456,"DEL LIBERTADOR@AGOTE, LUIS DR.",2014,tarde,57,macrocentro
456,"DEL LIBERTADOR@AGOTE, LUIS DR.",2015,mañana,47,macrocentro
456,"DEL LIBERTADOR@AGOTE, LUIS DR.",2015,tarde,74,macrocentro
456,"DEL LIBERTADOR@AGOTE, LUIS DR.",2016,mañana,44,macrocentro
456,"DEL LIBERTADOR@AGOTE, LUIS DR.",2016,tarde,109,macrocentro
456,"DEL LIBERTADOR@AGOTE, LUIS DR.",2017,mañana,49,macrocentro
456,"DEL LIBERTADOR@AGOTE, LUIS DR.",2017,tarde,65,macrocentro
456,"DEL LIBERTADOR@AGOTE, LUIS DR.",2018,mañana,97,macrocentro
456,"DEL LIBERTADOR@AGOTE, LUIS DR.",2018,tarde,64,macrocentro
455,DEL LIBERTADOR@AUSTRIA,2013,mañana,77,macrocentro
455,DEL LIBERTADOR@AUSTRIA,2013,tarde,136,macrocentro
455,DEL LIBERTADOR@AUSTRIA,2014,mañana,98,macrocentro
455,DEL LIBERTADOR@AUSTRIA,2014,tarde,155,macrocentro
455,DEL LIBERTADOR@AUSTRIA,2015,mañana,84,macrocentro
455,DEL LIBERTADOR@AUSTRIA,2015,tarde,166,macrocentro
455,DEL LIBERTADOR@AUSTRIA,2016,mañana,66,macrocentro
455,DEL LIBERTADOR@AUSTRIA,2016,tarde,170,macrocentro
455,DEL LIBERTADOR@AUSTRIA,2017,mañana,89,macrocentro
455,DEL LIBERTADOR@AUSTRIA,2017,tarde,199,macrocentro
443,"LAS HERAS, GRAL.@URIBURU JOSE E., Pres.",2013,mañana,12,macrocentro
443,"LAS HERAS, GRAL.@URIBURU JOSE E., Pres.",2013,tarde,14,macrocentro
443,"LAS HERAS, GRAL.@URIBURU JOSE E., Pres.",2014,mañana,14,macrocentro
443,"LAS HERAS, GRAL.@URIBURU JOSE E., Pres.",2014,tarde,28,macrocentro
443,"LAS HERAS, GRAL.@URIBURU JOSE E., Pres.",2015,mañana,10,macrocentro
443,"LAS HERAS, GRAL.@URIBURU JOSE E., Pres.",2015,tarde,24,macrocentro
443,"LAS HERAS, GRAL.@URIBURU JOSE E., Pres.",2016,mañana,13,macrocentro
443,"LAS HERAS, GRAL.@URIBURU JOSE E., Pres.",2016,tarde,20,macrocentro
443,"LAS HERAS, GRAL.@URIBURU JOSE E., Pres.",2017,mañana,25,macrocentro
443,"LAS HERAS, GRAL.@URIBURU JOSE E., Pres.",2017,tarde,24,macrocentro
437,"AZCUENAGA@PACHECO DE MELO, JOSE ANDRES",2013,mañana,15,macrocentro
437,"AZCUENAGA@PACHECO DE MELO, JOSE ANDRES",2013,tarde,13,macrocentro
437,"AZCUENAGA@PACHECO DE MELO, JOSE ANDRES",2014,mañana,11,macrocentro
437,"AZCUENAGA@PACHECO DE MELO, JOSE ANDRES",2014,tarde,23,macrocentro
437,"AZCUENAGA@PACHECO DE MELO, JOSE ANDRES",2015,mañana,13,macrocentro
437,"AZCUENAGA@PACHECO DE MELO, JOSE ANDRES",2015,tarde,6,macrocentro
437,"AZCUENAGA@PACHECO DE MELO, JOSE ANDRES",2016,mañana,8,macrocentro
437,"AZCUENAGA@PACHECO DE MELO, JOSE ANDRES",2016,tarde,12,macrocentro
437,"AZCUENAGA@PACHECO DE MELO, JOSE ANDRES",2017,mañana,29,macrocentro
437,"AZCUENAGA@PACHECO DE MELO, JOSE ANDRES",2017,tarde,33,macrocentro
436,"PEÐA@URIBURU JOSE E., Pres.",2013,mañana,15,macrocentro
436,"PEÐA@URIBURU JOSE E., Pres.",2013,tarde,21,macrocentro
436,"PEÐA@URIBURU JOSE E., Pres.",2014,mañana,17,macrocentro
436,"PEÐA@URIBURU JOSE E., Pres.",2014,tarde,19,macrocentro
436,"PEÐA@URIBURU JOSE E., Pres.",2015,mañana,15,macrocentro
436,"PEÐA@URIBURU JOSE E., Pres.",2015,tarde,30,macrocentro
436,"PEÐA@URIBURU JOSE E., Pres.",2016,mañana,13,macrocentro
436,"PEÐA@URIBURU JOSE E., Pres.",2016,tarde,17,macrocentro
436,"PEÐA@URIBURU JOSE E., Pres.",2017,mañana,15,macrocentro
436,"PEÐA@URIBURU JOSE E., Pres.",2017,tarde,27,macrocentro
435,LARREA@PEÐA,2013,mañana,12,macrocentro
435,LARREA@PEÐA,2013,tarde,27,macrocentro
435,LARREA@PEÐA,2014,mañana,17,macrocentro
435,LARREA@PEÐA,2014,tarde,19,macrocentro
435,LARREA@PEÐA,2015,mañana,6,macrocentro
435,LARREA@PEÐA,2015,tarde,32,macrocentro
435,LARREA@PEÐA,2016,mañana,9,macrocentro
435,LARREA@PEÐA,2016,tarde,10,macrocentro
435,LARREA@PEÐA,2017,mañana,10,macrocentro
435,LARREA@PEÐA,2017,tarde,28,macrocentro
435,LARREA@PEÐA,2018,mañana,6,macrocentro
435,LARREA@PEÐA,2018,tarde,26,macrocentro
419,FRENCH@PUEYRREDON,2013,mañana,86,macrocentro
419,FRENCH@PUEYRREDON,2013,tarde,113,macrocentro
419,FRENCH@PUEYRREDON,2014,mañana,69,macrocentro
419,FRENCH@PUEYRREDON,2014,tarde,110,macrocentro
419,FRENCH@PUEYRREDON,2015,mañana,69,macrocentro
419,FRENCH@PUEYRREDON,2015,tarde,139,macrocentro
419,FRENCH@PUEYRREDON,2016,mañana,57,macrocentro
419,FRENCH@PUEYRREDON,2016,tarde,143,macrocentro
419,FRENCH@PUEYRREDON,2017,mañana,99,macrocentro
419,FRENCH@PUEYRREDON,2017,tarde,146,macrocentro
405,"ALVEAR, MARCELO T. De@AZCUENAGA",2013,mañana,14,macrocentro
405,"ALVEAR, MARCELO T. De@AZCUENAGA",2013,tarde,29,macrocentro
405,"ALVEAR, MARCELO T. De@AZCUENAGA",2014,mañana,31,macrocentro
405,"ALVEAR, MARCELO T. De@AZCUENAGA",2014,tarde,36,macrocentro
405,"ALVEAR, MARCELO T. De@AZCUENAGA",2015,mañana,7,macrocentro
405,"ALVEAR, MARCELO T. De@AZCUENAGA",2015,tarde,59,macrocentro
405,"ALVEAR, MARCELO T. De@AZCUENAGA",2016,mañana,19,macrocentro
405,"ALVEAR, MARCELO T. De@AZCUENAGA",2016,tarde,55,macrocentro
405,"ALVEAR, MARCELO T. De@AZCUENAGA",2017,mañana,35,macrocentro
405,"ALVEAR, MARCELO T. De@AZCUENAGA",2017,tarde,47,macrocentro
405,"ALVEAR, MARCELO T. De@AZCUENAGA",2018,mañana,88,macrocentro
405,"ALVEAR, MARCELO T. De@AZCUENAGA",2018,tarde,89,macrocentro
425,"SANTA FE@URIBURU JOSE E., Pres.",2013,mañana,29,macrocentro
425,"SANTA FE@URIBURU JOSE E., Pres.",2013,tarde,30,macrocentro
425,"SANTA FE@URIBURU JOSE E., Pres.",2014,mañana,26,macrocentro
425,"SANTA FE@URIBURU JOSE E., Pres.",2014,tarde,37,macrocentro
425,"SANTA FE@URIBURU JOSE E., Pres.",2015,mañana,18,macrocentro
425,"SANTA FE@URIBURU JOSE E., Pres.",2015,tarde,39,macrocentro
425,"SANTA FE@URIBURU JOSE E., Pres.",2016,mañana,51,macrocentro
425,"SANTA FE@URIBURU JOSE E., Pres.",2016,tarde,95,macrocentro
425,"SANTA FE@URIBURU JOSE E., Pres.",2017,mañana,95,macrocentro
425,"SANTA FE@URIBURU JOSE E., Pres.",2017,tarde,77,macrocentro
425,"SANTA FE@URIBURU JOSE E., Pres.",2018,mañana,72,macrocentro
425,"SANTA FE@URIBURU JOSE E., Pres.",2018,tarde,81,macrocentro
426,ARENALES@JUNIN,2013,mañana,16,macrocentro
426,ARENALES@JUNIN,2013,tarde,25,macrocentro
426,ARENALES@JUNIN,2014,mañana,25,macrocentro
426,ARENALES@JUNIN,2014,tarde,35,macrocentro
426,ARENALES@JUNIN,2015,mañana,18,macrocentro
426,ARENALES@JUNIN,2015,tarde,32,macrocentro
426,ARENALES@JUNIN,2016,mañana,5,macrocentro
426,ARENALES@JUNIN,2016,tarde,26,macrocentro
426,ARENALES@JUNIN,2017,mañana,13,macrocentro
426,ARENALES@JUNIN,2017,tarde,23,macrocentro
426,ARENALES@JUNIN,2018,mañana,11,macrocentro
426,ARENALES@JUNIN,2018,tarde,23,macrocentro
439,AYACUCHO@JUNCAL,2013,mañana,65,macrocentro
439,AYACUCHO@JUNCAL,2013,tarde,135,macrocentro
439,AYACUCHO@JUNCAL,2014,mañana,74,macrocentro
439,AYACUCHO@JUNCAL,2014,tarde,142,macrocentro
439,AYACUCHO@JUNCAL,2015,mañana,55,macrocentro
439,AYACUCHO@JUNCAL,2015,tarde,163,macrocentro
439,AYACUCHO@JUNCAL,2016,mañana,63,macrocentro
439,AYACUCHO@JUNCAL,2016,tarde,173,macrocentro
439,AYACUCHO@JUNCAL,2017,mañana,85,macrocentro
439,AYACUCHO@JUNCAL,2017,tarde,153,macrocentro
439,AYACUCHO@JUNCAL,2018,mañana,65,macrocentro
439,AYACUCHO@JUNCAL,2018,tarde,162,macrocentro
440,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",2013,mañana,14,macrocentro
440,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",2013,tarde,14,macrocentro
440,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",2014,mañana,15,macrocentro
440,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",2014,tarde,17,macrocentro
440,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",2015,mañana,5,macrocentro
440,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",2015,tarde,9,macrocentro
440,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",2016,mañana,13,macrocentro
440,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",2016,tarde,18,macrocentro
440,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",2017,mañana,9,macrocentro
440,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",2017,tarde,17,macrocentro
440,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",2018,mañana,14,macrocentro
440,"AYACUCHO@PACHECO DE MELO, JOSE ANDRES",2018,tarde,16,macrocentro
432,CALLAO@SANTA FE,2013,mañana,25,macrocentro
432,CALLAO@SANTA FE,2013,tarde,56,macrocentro
432,CALLAO@SANTA FE,2014,mañana,35,macrocentro
432,CALLAO@SANTA FE,2014,tarde,47,macrocentro
432,CALLAO@SANTA FE,2015,mañana,39,macrocentro
432,CALLAO@SANTA FE,2015,tarde,50,macrocentro
432,CALLAO@SANTA FE,2016,mañana,45,macrocentro
432,CALLAO@SANTA FE,2016,tarde,43,macrocentro
432,CALLAO@SANTA FE,2017,mañana,42,macrocentro
432,CALLAO@SANTA FE,2017,tarde,64,macrocentro
431,SANTA FE@RIOBAMBA,2013,mañana,27,macrocentro
431,SANTA FE@RIOBAMBA,2013,tarde,43,macrocentro
431,SANTA FE@RIOBAMBA,2014,mañana,24,macrocentro
431,SANTA FE@RIOBAMBA,2014,tarde,37,macrocentro
431,SANTA FE@RIOBAMBA,2015,mañana,27,macrocentro
431,SANTA FE@RIOBAMBA,2015,tarde,36,macrocentro
431,SANTA FE@RIOBAMBA,2016,mañana,19,macrocentro
431,SANTA FE@RIOBAMBA,2016,tarde,24,macrocentro
431,SANTA FE@RIOBAMBA,2017,mañana,22,macrocentro
431,SANTA FE@RIOBAMBA,2017,tarde,35,macrocentro
430,"ALVEAR, MARCELO T. De@AYACUCHO",2013,mañana,21,macrocentro
430,"ALVEAR, MARCELO T. De@AYACUCHO",2013,tarde,34,macrocentro
430,"ALVEAR, MARCELO T. De@AYACUCHO",2014,mañana,48,macrocentro
430,"ALVEAR, MARCELO T. De@AYACUCHO",2014,tarde,83,macrocentro
430,"ALVEAR, MARCELO T. De@AYACUCHO",2015,mañana,54,macrocentro
430,"ALVEAR, MARCELO T. De@AYACUCHO",2015,tarde,113,macrocentro
430,"ALVEAR, MARCELO T. De@AYACUCHO",2016,mañana,47,macrocentro
430,"ALVEAR, MARCELO T. De@AYACUCHO",2016,tarde,88,macrocentro
430,"ALVEAR, MARCELO T. De@AYACUCHO",2017,mañana,59,macrocentro
430,"ALVEAR, MARCELO T. De@AYACUCHO",2017,tarde,125,macrocentro
424,JUNIN@PARAGUAY,2013,mañana,35,macrocentro
424,JUNIN@PARAGUAY,2013,tarde,79,macrocentro
424,JUNIN@PARAGUAY,2014,mañana,32,macrocentro
424,JUNIN@PARAGUAY,2014,tarde,45,macrocentro
424,JUNIN@PARAGUAY,2015,mañana,32,macrocentro
424,JUNIN@PARAGUAY,2015,tarde,50,macrocentro
424,JUNIN@PARAGUAY,2016,mañana,36,macrocentro
424,JUNIN@PARAGUAY,2016,tarde,22,macrocentro
424,JUNIN@PARAGUAY,2017,mañana,20,macrocentro
424,JUNIN@PARAGUAY,2017,tarde,52,macrocentro
423,CORDOBA@PASTEUR,2013,mañana,40,macrocentro
423,CORDOBA@PASTEUR,2013,tarde,80,macrocentro
423,CORDOBA@PASTEUR,2014,mañana,59,macrocentro
423,CORDOBA@PASTEUR,2014,tarde,91,macrocentro
423,CORDOBA@PASTEUR,2015,mañana,77,macrocentro
423,CORDOBA@PASTEUR,2015,tarde,138,macrocentro
423,CORDOBA@PASTEUR,2016,mañana,44,macrocentro
423,CORDOBA@PASTEUR,2016,tarde,94,macrocentro
423,CORDOBA@PASTEUR,2017,mañana,36,macrocentro
423,CORDOBA@PASTEUR,2017,tarde,89,macrocentro
428,CORDOBA@RIOBAMBA,2013,mañana,37,macrocentro
428,CORDOBA@RIOBAMBA,2013,tarde,32,macrocentro
428,CORDOBA@RIOBAMBA,2014,mañana,15,macrocentro
428,CORDOBA@RIOBAMBA,2014,tarde,58,macrocentro
428,CORDOBA@RIOBAMBA,2015,mañana,23,macrocentro
428,CORDOBA@RIOBAMBA,2015,tarde,154,macrocentro
428,CORDOBA@RIOBAMBA,2016,mañana,13,macrocentro
428,CORDOBA@RIOBAMBA,2016,tarde,60,macrocentro
428,CORDOBA@RIOBAMBA,2017,mañana,35,macrocentro
428,CORDOBA@RIOBAMBA,2017,tarde,62,macrocentro
428,CORDOBA@RIOBAMBA,2018,mañana,36,macrocentro
428,CORDOBA@RIOBAMBA,2018,tarde,66,macrocentro
427,AYACUCHO@VIAMONTE,2013,mañana,33,macrocentro
427,AYACUCHO@VIAMONTE,2013,tarde,34,macrocentro
427,AYACUCHO@VIAMONTE,2014,mañana,32,macrocentro
427,AYACUCHO@VIAMONTE,2014,tarde,34,macrocentro
427,AYACUCHO@VIAMONTE,2015,mañana,29,macrocentro
427,AYACUCHO@VIAMONTE,2015,tarde,35,macrocentro
427,AYACUCHO@VIAMONTE,2016,mañana,25,macrocentro
427,AYACUCHO@VIAMONTE,2016,tarde,19,macrocentro
427,AYACUCHO@VIAMONTE,2017,mañana,25,macrocentro
427,AYACUCHO@VIAMONTE,2017,tarde,23,macrocentro
427,AYACUCHO@VIAMONTE,2018,mañana,15,macrocentro
427,AYACUCHO@VIAMONTE,2018,tarde,32,macrocentro
177,JUNIN@TUCUMAN,2013,mañana,22,macrocentro
177,JUNIN@TUCUMAN,2013,tarde,38,macrocentro
177,JUNIN@TUCUMAN,2014,mañana,19,macrocentro
177,JUNIN@TUCUMAN,2014,tarde,43,macrocentro
177,JUNIN@TUCUMAN,2015,mañana,23,macrocentro
177,JUNIN@TUCUMAN,2015,tarde,28,macrocentro
177,JUNIN@TUCUMAN,2016,mañana,13,macrocentro
177,JUNIN@TUCUMAN,2016,tarde,36,macrocentro
177,JUNIN@TUCUMAN,2017,mañana,53,macrocentro
177,JUNIN@TUCUMAN,2017,tarde,81,macrocentro
177,JUNIN@TUCUMAN,2018,mañana,89,macrocentro
177,JUNIN@TUCUMAN,2018,tarde,75,macrocentro
176,"LAVALLE@ URIBURU JOSE E., Pres.",2013,mañana,23,macrocentro
176,"LAVALLE@ URIBURU JOSE E., Pres.",2013,tarde,38,macrocentro
176,"LAVALLE@ URIBURU JOSE E., Pres.",2014,mañana,16,macrocentro
176,"LAVALLE@ URIBURU JOSE E., Pres.",2014,tarde,33,macrocentro
176,"LAVALLE@ URIBURU JOSE E., Pres.",2015,mañana,20,macrocentro
